name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,,
Skyrush,Steel,Sit Down,120,60,1100,0,Intamin,Hersheypark,status.operating,,
Yamaha Racing Coaster,Steel,Sit Down,100,50,275,1,Premier Rides,Trans Studio Indoor Theme Park,status.operating,,
Formula Pax,Steel,Sit Down,,15,380,0,Pax,VVC Wheel Park,status.operating,,
Leviathan,Steel,Sit Down,148,93,1672,0,B&M,Canada's Wonderland,status.operating,,
Wilde Maus,Steel,Sit Down,,,,0,Maurer,Antibesland,status.operating,,
Stinger,Steel,Sit Down,80,40,310,3,Vekoma,Dorney Park,status.closed.definitely,,
Green Lantern Coaster,Steel,Sit Down,65,33,490,2,S&S,Warner Bros. Movie World,status.operating,,
X-Flight,Steel,Wing,90,37,915,5,B&M,Six Flags Great America,status.operating,,
Superman Ultimate Fight,Steel,Sit Down,96,45,,1,Premier Rides,Six Flags Discovery Kingdom,status.operating,,
Apocalypse,Steel,Stand Up,89,31,884,2,B&M,Six Flags America,status.closed.definitely,,
Goliath,Steel,Sit Down,106,58,367,3,Vekoma,Six Flags New England,status.operating,,
Polar X-plorer,Steel,Sit Down,,,,0,Zierer,Legoland Billund,status.operating,,
Fiesta Express,Steel,Sit Down,,,,0,Zamperla,Parquesur,status.operating,,
Triops,Steel,Sit Down,80,40,310,3,Vekoma,Bagatelle,status.operating,,
Pindsvinet,Steel,Sit Down,,4,80,0,Zamperla,Farup Sommerland,status.operating,,
Orkanen,na,Suspended,75,19,453,0,Vekoma,Farup Sommerland,status.operating,,
Apocalypse,Steel,Sit Down,64,23,725,2,Vekoma,Lunapark Cap d'Agde,status.operating,,
Harry Potter and the Escape from Gringotts,Steel,Sit Down,,,,0,Intamin,Universal Studios Florida,status.operating,,
TNT Tren de la Mina,Steel,Sit Down,,17,450,0,Gerstlauer,Parque de Atracciones de Madrid,status.operating,,
Steampunk Hunters,Steel,Sit Down,46,13,335,0,Vekoma,TusenFryd,status.operating,,
Gold rush,Steel,Sit Down,,,,0,Gerstlauer,OK Corral,status.operating,,
Tokio express,Steel,Sit Down,,,,0,Soquet,Foire,status.operating,,
Crazy Mouse,Steel,Sit Down,47,13,420,0,Reverchon,Steel Pier,status.operating,,
Mini Mouse,Steel,Sit Down,,,,0,B. A. Schiff & Associates,Steel Pier,status.operating,,
Pirates Hideaway,Steel,Sit Down,,,,0,Wisdom Rides,Casino Pier,status.operating,,
Mighty Mouse,Steel,Sit Down,,,,0,na,Funtown Pier,status.closed.definitely,,
Dragon Wagon,Steel,Sit Down,,,,0,Wisdom Rides,Funtown Pier,status.closed.definitely,,
Funtown Family Coaster,Steel,Sit Down,,,,0,E&F Miler Industries,Funtown Pier,status.closed.definitely,,
Looping Coaster,Steel,Sit Down,56,15,558,1,na,Funtown Pier,status.closed.definitely,,
Circus Coaster,Steel,Sit Down,,,,0,Zamperla,Luna Park,status.operating,,
Tickler,Steel,Sit Down,,,,0,Zamperla,Luna Park,status.operating,,
Soarin' Eagle,Steel,Flying,41,15,391,2,Zamperla,Luna Park,status.operating,,
Steeplechase,Steel,Motorbike,64,20,364,0,Zamperla,Luna Park,status.operating,,
Cyclone,Wooden,Sit Down,97,26,869,0,na,Luna Park,status.operating,,
Kiddi Koasta,Steel,Sit Down,,,,0,Zamperla,Adventure Island,status.operating,,
Karacho,Steel,Sit Down,100,32,700,0,Gerstlauer,Tripsdrill,status.operating,,
Himalaya,Steel,Sit Down,,,460,0,Pinfari,Sommerland Syd,status.closed.definitely,,
Tornado,Steel,Sit Down,80,40,310,3,Vekoma,Sommerland Syd,status.closed.definitely,,
Kæmperutschebanen,Steel,Sit Down,,10,335,0,Interpark,Sommerland Syd,status.closed.definitely,,
Grand Huit Familial,Steel,Sit Down,,,,0,na,Parc Avenue,status.closed.definitely,,
La Pomme (Pouget),Steel,Sit Down,,,,0,na,Foire,status.operating,,
Scenic Railway,Steel,Sit Down,,,,0,na,Foire,status.unknown,,
Bandit Bomber,Steel,Inverted,50,23,515,0,Vekoma,Yas Waterworld,status.operating,,
Star Trek: Operation Enterprise,Steel,Sit Down,90,45,720,3,Mack,Movie Park Germany,status.operating,,
Pôle Expresse,Steel,Sit Down,,,,0,na,Foire,status.operating,,
Gwazi - Tiger,Wooden,Sit Down,81,27,1036,0,GCI,Busch Gardens Tampa,status.retracked,,
Space Mountain - Omega,Steel,Sit Down,44,27,974,0,Arrow,Disney's Magic Kingdom,status.operating,,
Seven Dwarfs Mine Train,Steel,Sit Down,,,,0,Vekoma,Disney's Magic Kingdom,status.operating,,
Outlaw Run,Wooden,Sit Down,110,50,,2,RMC,Silver Dollar City,status.operating,,
Eichhörnchenbahn,Steel,Sit Down,30,5,128,0,Zierer,Freizeitpark Lochmühle,status.operating,,
Fenix,Steel,Wing,95,40,813,3,B&M,Toverland,status.operating,,
Eldorado,Steel,Sit Down,,,,0,na,Etnaland,status.operating,,
Yukon Quad,Steel,Sit Down,85,12,1000,0,Intamin,Le Pal,status.operating,,
Gekion Live Coaster,Steel,Sit Down,,,,1,Gerstlauer,Joypolis,status.operating,,
Marienkäfer Hochbahn,Steel,Sit Down,26,3,60,0,Zierer,Churpfalzpark,status.operating,,
Schmetterlings-Pendelbahn,Steel,Sit Down,,,,0,Heege Freizeittechnik,Churpfalzpark,status.operating,,
Oachkatzl,Steel,Sit Down,46,11,290,0,Gerstlauer,Märchenwald im Isartal,status.operating,,
Wilde Mini Maus,Steel,Sit Down,25,4,60,0,I.E. Park,Lollihop,status.operating,,
Harzbob,Steel,Alpine,,,,0,Wiegand,Erlebniswelt Seilbahnen Thale,status.operating,,
Bayerwald-Coaster,Steel,Alpine,,,735,0,Wiegand,Egidi-Buckel Rodelparadies,status.operating,,
Sommerrodelbahn Abtenau,Steel,Alpine,,,1980,0,Doppelmayr,Abtenauer Bergbahnen,status.operating,,
Rittisberg Coaster,Steel,Alpine,,,,0,Wiegand,Erlebnis Rittisberg,status.operating,,
El Paso-Express,Steel,Sit Down,,10,,0,Schwarzkopf,Hansa Park,status.closed.definitely,,
Alpinecoaster,Steel,Alpine,,,720,0,Wiegand,Alpincenter Bottrop,status.operating,,
Alpine Coaster,Steel,Alpine,,,435,0,Wiegand,Parc des Combes,status.operating,,
Gold Striker,Wooden,Sit Down,87,33,975,0,GCI,California's Great America,status.operating,,
Full Throttle,Steel,Sit Down,112,48,670,2,Premier Rides,Six Flags Magic Mountain,status.operating,,
Boomerang,Steel,Sit Down,75,36,267,3,Vekoma,Six Flags St Louis,status.operating,,
Huracan,Steel,Sit Down,50,15,500,0,Zierer,Bellewaerde,status.operating,,
Wild mouse,Steel,Sit Down,,,,0,Cedeal ride,Foire,status.operating,,
Stampbanan,Steel,Sit Down,,,,0,Preston & Barbieri,Liseberg,status.operating,,
Helix,Steel,Sit Down,100,41,1381,7,Mack,Liseberg,status.operating,,
GateKeeper,Steel,Wing,108,52,1269,6,B&M,Cedar Point,status.operating,,
The Smiler,Steel,Sit Down,85,30,1170,14,Gerstlauer,Alton Towers,status.operating,,
Alpina Blitz,Steel,Sit Down,100,30,800,0,Mack,Nigloland,status.operating,,
Juvelen,Steel,Sit Down,85,12,1000,0,Intamin,Djurs Sommerland,status.operating,,
Polar Explorer,Steel,Water Coaster,70,23,890,0,Mack,Chimelong Ocean Kingdom,status.operating,,
Boomerang,Steel,Sit Down,75,35,285,3,Vekoma,Parque de la Costa,status.operating,,
Desafío,Steel,Inverted,80,33,689,5,Vekoma,Parque de la Costa,status.operating,,
Torbellino,Steel,Sit Down,,,340,0,Beijing Jiuhua,Parque de la Costa,status.operating,,
Vigía,Steel,Sit Down,36,8,360,0,Zierer,Parque de la Costa,status.operating,,
MM Roller Coaster,Steel,Sit Down,,,,0,na,MGM Dizzee World,status.operating,,
Reinder Coaster,Steel,Sit Down,,,,0,na,MGM Dizzee World,status.operating,,
Roller Coaster,Steel,Sit Down,,21,380,2,Arrow,MGM Dizzee World,status.operating,,
Tornado,Steel,Sit Down,,,,0,Zamperla,MGM Dizzee World,status.operating,,
Wilde Maus XXL (Eberhard),Steel,Sit Down,60,,600,0,Mack,Foire,status.operating,,
Formula One,Steel,Spinning,47,13,420,0,Fabbri,Magic Park Land,status.operating,,
Nefeskesen,Steel,Sit Down,110,50,,2,Intamin,Isfanbul,status.operating,,
Maceraperest,Steel,Sit Down,,,,0,Intamin,Isfanbul,status.operating,,
Tornado,Steel,Spinning,,,420,0,na,Ange Michel,status.operating,,
Storm Coaster,Steel,Water Coaster,70,28,470,0,Mack,Sea World,status.operating,,
El Loco,Steel,Sit Down,,,,0,S&S,Adventuredome,status.operating,,
Sky Spin,Steel,Spinning,,,,0,Maurer,Skyline Park,status.operating,,
Freedom Flyer,Steel,Suspended,55,20,395,0,Vekoma,Fun Spot America,status.operating,,
White Lightning,Wooden,Sit Down,75,23,600,0,GCI,Fun Spot America,status.operating,,
Sea Serpent,Steel,Sit Down,,,,0,Miler Coaster,Fun Spot America,status.operating,,
Velociraptor,Steel,Sit Down,100,38,1056,4,Mack,IMG Worlds of Adventure,status.operating,,
Astro Storm,Steel,Sit Down,45,11,,0,Zierer,Brean Leisure Park,status.operating,,
Big Grizzly Mountain Runaway Mine Cars,Steel,Sit Down,56,,1100,0,Vekoma,Hong Kong Disneyland,status.operating,,
RC Racer,Steel,Sit Down,,25,80,0,Intamin,Hong Kong Disneyland,status.operating,,
Banshee,Steel,Inverted,110,51,1260,7,B&M,Kings Island,status.operating,,
Flug der Dämonen,Steel,Wing,100,50,772,5,B&M,Heide Park,status.operating,,
Montanha Russa,Steel,Sit Down,,11,220,0,Vekoma,Funcenter,status.closed.definitely,,
L'Aérotrain,Steel,Sit Down,,11,220,0,Vekoma,Parc Saint Paul,status.operating,,
Heiße Fahrt,Steel,Sit Down,55,17,532,0,Gerstlauer,Klotten (Wild- und Freizeitpark),status.operating,,
Goliath,Wooden,Sit Down,115,55,950,2,RMC,Six Flags Great America,status.operating,,
Hip Hop Coaster,Steel,Sit Down,,,,0,Zamperla,Etnaland,status.operating,,
Ronde des Rondins,Steel,Sit Down,26,3,60,0,Zierer,Fraispertuis City,status.operating,,
Family Inverted Coaster,Steel,Inverted,50,20,405,0,B&M,Happy Valley Shanghai,status.operating,,
Mega-Lite,Steel,Sit Down,85,31,755,0,Intamin,Happy Valley Shanghai,status.operating,,
Diving Coaster,Steel,Floorless,,65,970,1,B&M,Happy Valley Shanghai,status.operating,,
Coastal Ant,Steel,Sit Down,,,,0,Golden Horse,Happy Valley Shanghai,status.operating,,
Mine Train Coaster,Steel,Sit Down,65,19,,0,Intamin,Happy Valley Shanghai,status.operating,,
Crazy Elves,Steel,Spinning,,,,0,Zamperla,Happy Valley Shanghai,status.operating,,
Wooden Coaster - Fireball,Wooden,Sit Down,90,33,1164,0,Martin & Vleminckx,Happy Valley Shanghai,status.operating,,
Sky Scream,Steel,Sit Down,100,46,260,1,Premier Rides,Holiday Park,status.operating,,
Corkscrew Coaster,Steel,Sit Down,,27,,3,Arrow,Rainbow's End,status.operating,,
Gold Rush,Steel,Sit Down,,,,0,na,Rainbow's End,status.operating,,
Choco Express,Steel,Sit Down,,,,0,SBF,Rainbow's End,status.operating,,
Wildfire,Wooden,Sit Down,113,57,1300,3,RMC,Kolmården,status.operating,,
Timber,Wooden,Sit Down,65,17,446,0,Gravity Group,Walibi Rhône Alpes,status.operating,,
Heidi the Ride,Wooden,Sit Down,70,22,620,0,GCI,Plopsaland,status.operating,,
DC Rivals HyperCoaster,Steel,Sit Down,115,62,1400,,Mack,Warner Bros. Movie World,status.operating,,
Dragon,Steel,Sit Down,,,,,Zamperla,Canobie Lake Park,status.operating,,
Yankee Cannonball,Wooden,Sit Down,56,20,610,0,Philadelphia Toboggan Coaster,Canobie Lake Park,status.operating,,
Gold Rush,Steel,Sit Down,90,33,400,2,Gerstlauer,Attractiepark Slagharen,status.operating,,
Red Force,Steel,Sit Down,185,112,880,0,Intamin,Ferrari Land,status.operating,,
Amerigo,Steel,Sit Down,,,,0,Pinfari,Rainbow MagicLand,status.operating,,
Taron,Steel,Sit Down,117,30,1320,0,Intamin,Phantasialand,status.operating,,
Raik,Steel,Sit Down,62,25,210,0,Vekoma,Phantasialand,status.operating,,
Arthur,Steel,Inverted,31,14,505,0,Mack,Europa Park,status.operating,,
Icon,Steel,Sit Down,80,27,1143,1,Mack,Blackpool Pleasure Beach,status.operating,,
Valkyria,Steel,Floorless,105,47,700,3,B&M,Liseberg,status.operating,,
Pegase Express,Steel,Sit Down,52,21,928,0,Gerstlauer,Parc Asterix,status.operating,,
Skate Madness,Steel,Spinning,,,,0,Beijing Jiuhua,Floraland,status.operating,,
Unknown,Steel,Sit Down,,,,0,Beijing Jiuhua,Floraland,status.operating,,
Mighty Mouse,Steel,Sit Down,,,,0,Miler Coaster,Playland's Castaway Cove,status.closed.definitely,,
GaleForce,Steel,Sit Down,103,38,387,0,S&S,Playland's Castaway Cove,status.operating,,
Wicker Man,Wooden,Sit Down,71,22,618,0,GCI,Alton Towers,status.operating,,
F.L.Y,Steel,Flying,,,,0,Vekoma,Phantasialand,status.construction,,
Iron Rattler,Hybrid,Sit Down,113,55,996,1,RMC,Six Flags Fiesta Texas,status.operating,,
Joker,Hybrid,Sit Down,85,31,975,3,RMC,Six Flags Discovery Kingdom,status.operating,,
Lightning Rod,Wooden,Sit Down,118,50,1158,0,RMC,Dollywood,status.operating,,
Medusa Steel Coaster,Hybrid,Sit Down,93,36,910,3,RMC,Six Flags Mexico,status.operating,,
New Texas Giant,Hybrid,Sit Down,105,47,1280,0,RMC,Six flags Over Texas,status.operating,,
Storm Chaser,Steel,Sit Down,84,31,836,3,RMC,Kentucky Kingdom,status.operating,,
Twisted Colossus,Hybrid,Sit Down,92,37,1520,2,RMC,Six Flags Magic Mountain,status.operating,,
Wicked Cyclone,Hybrid,Sit Down,89,33,1012,3,RMC,Six Flags New England,status.operating,,
Diabolik,Steel,Inverted,80,40,310,3,Vekoma,Movieland Park,status.operating,,
Lost Gravity,Steel,Sit Down,87,32,680,2,Mack,Walibi Holland,status.operating,,
Godiståget,Steel,Sit Down,40,8,190,,Zierer,Kolmården,status.operating,,
Baron 1898,Steel,Floorless,90,38,500,2,B&M,Efteling,status.operating,,
Pulsar,Steel,Water Coaster,100,45,217,0,Mack,Walibi Belgium,status.operating,,
Big Squale,Steel,Sit Down,30,3,100,0,Zamperla,Foire,status.operating,,
Kung Fu Panda Master,Steel,Spinning,12,14,,0,Fabbri,Gardaland,status.operating,,
Oblivion - The Black Hole,Steel,Floorless,100,43,566,2,B&M,Gardaland,status.operating,,
Ba-a-a-Express,Steel,Sit Down,,,80,0,Mack,Europa Park,status.operating,,
Cyclon Coaster,Steel,Sit Down,,10,335,0,SBF,Didiland,status.closed.definitely,,
Family Coaster,Steel,Sit Down,,,,0,SBF,Didiland,status.operating,,
Strom,Steel,Sit Down,45,11,325,0,Pinfari,Magic Park Land,status.operating,,
Baby Pomme,Steel,Sit Down,,,,0,SBF,Babyland,status.operating,,
Il Bruco Magico,Steel,Sit Down,,,120,0,na,Mirabilandia,status.closed.definitely,,
Red Fire,Steel,Sit Down,110,55,980,2,Intamin,ViaSea,status.operating,,
Spinning Coaster,Steel,Spinning,,4,58,,SBF,ViaSea,status.operating,,
Family Coaster,Steel,Sit Down,70,20,580,0,Intamin,ViaSea,status.operating,,
Twisted Timbers,Hybrid,Sit Down,87,34,1024,3,RMC,Kings Dominion,status.operating,,
Wanted Dalton,Steel,Sit Down,40,9,222,0,Zierer,Parc Spirou,status.operating,,
Racing Spirou,Steel,Sit Down,65,22,530,0,Zierer,Parc Spirou,status.operating,,
Mako,Steel,Sit Down,115,61,1450,0,B&M,SeaWorld Orlando,status.operating,,
Boomerang,Steel,Sit Down,60,23,208,0,Vekoma,Energylandia,status.operating,,
Circus Coaster,Steel,Sit Down,,,,0,SBF,Energylandia,status.operating,,
Dragon Roller Coaster,Steel,Suspended,75,20,453,0,Vekoma,Energylandia,status.operating,,
Energuś Roller Coaster,Steel,Sit Down,46,13,335,0,Vekoma,Energylandia,status.operating,,
Happy Loops,Steel,Spinning,30,7,113,0,SBF,Energylandia,status.operating,,
Mars,Steel,Sit Down,,,,0,SBF,Energylandia,status.operating,,
Frutti Loop Coaster,Steel,Sit Down,,,,,SBF,Energylandia,status.operating,,
Roller Coaster Mayan,Steel,Inverted,80,33,689,5,Vekoma,Energylandia,status.operating,,
Formuła,Steel,Sit Down,79,25,560,3,Vekoma,Energylandia,status.operating,,
Speed,Steel,Water Coaster,110,50,,0,Intamin,Energylandia,status.operating,,
Viking Roller Coaster,Steel,Spinning,,13,320,0,SBF,Energylandia,status.operating,,
Hyperion,Steel,Sit Down,140,77,1450,1,Intamin,Energylandia,status.operating,,
Dream Hunters Society,Steel,Sit Down,,,,0,na,Legendia,status.operating,,
Lech Coaster,Steel,Sit Down,95,40,908,0,Vekoma,Legendia,status.operating,,
Scary Toys Factory,Steel,Sit Down,,,,0,na,Legendia,status.operating,,
Tornado,Steel,Sit Down,,,,2,Soquet,Legendia,status.operating,,
Blizzard,Steel,Sit Down,,,,0,Cavazza Diego,Legendia,status.closed.definitely,,
Funny Mouse,Steel,Sit Down,,,,,na,Legendia,status.closed.definitely,,
Kolejka Górska,Steel,Sit Down,,,,0,na,Legendia,status.closed.definitely,,
Kosmos Coaster,Steel,Sit Down,,,,0,na,Legendia,status.closed.definitely,,
Bandidos,Steel,Spinning,,,,0,SBF,La Mer de Sable,status.operating,,
Boulet de Canon,Steel,Spinning,,,,,Reverchon,Kid parc,status.operating,,
Capitol Bullet Train,Steel,Sit Down,,,570,2,Mack,Motiongate,status.operating,,
Dragon Gliders,Steel,Inverted,,,530,0,Mack,Motiongate,status.operating,,
Green Hornet : High Speed Chase,Steel,Sit Down,50,16,390,0,Gerstlauer,Motiongate,status.operating,,
Madagascar Mad Pursuit,Steel,Sit Down,83,22,680,0,Gerstlauer,Motiongate,status.operating,,
Smurf Village Express,Steel,Sit Down,,,,0,Gerstlauer,Motiongate,status.operating,,
Tron Lightcycle Power Run,Steel,Motorbike,95,24,970,0,Vekoma,Shanghaï Disneyland,status.operating,,
Seven Dwarfs Mine Train,Steel,Sit Down,50,14,582,0,Vekoma,Shanghaï Disneyland,status.operating,,
Le Cacahuète Express,Steel,Sit Down,,,500,0,Soquet,Parc Fenestre,status.operating,,
Kid'z Coaster,Steel,Sit Down,,,,0,SBF,Bagatelle,status.operating,,
Unknown,Steel,Sit Down,,,,0,Pinfari,Bagatelle,status.closed.definitely,,
Octonauts Rollercoaster Adventure,Steel,Sit Down,,7,143,0,Zamperla,Alton Towers,status.operating,,
Steel Vengeance,Hybrid,Sit Down,119,62,1750,4,RMC,Cedar Point,status.operating,,
Valravn,Steel,Floorless,120,68,1050,3,B&M,Cedar Point,status.operating,,
Fury 325,Steel,Sit Down,153,99,2012,0,B&M,Carowinds,status.operating,,
Tabalugas Achterbahn,Steel,Sit Down,40,9,222,0,Zierer,Holiday Park,status.operating,,
Arashi,Steel,4th Dimension,61,37,311,0,S&S,Nagashima Spa Land,status.operating,,
Acrobat,Steel,Flying,90,43,1021,4,B&M,Nagashima Spa Land,status.operating,,
Looping Star,Steel,Sit Down,77,25,592,1,Schwarzkopf,Nagashima Spa Land,status.operating,,
Peter Rabbit Coaster,Steel,Sit Down,25,4,153,0,Hoei Sangyo,Nagashima Spa Land,status.operating,,
Dragonfire,Steel,Sit Down,0,60,0,0,Premier Rides,Adventure Island,status.operating,,
Draken,Steel,Sit Down,,63,,,B&M,Gyeongju World,status.operating,,
Electric Eel,Steel,Sit Down,100,46,263,1,Premier Rides,SeaWorld San Diego,status.operating,,
Tweestryd,Steel,Sit Down,60,20,218,0,Vekoma,Wildlands Adventure Zoo Emmen,status.operating,,
Family Inverted Coaster,Steel,Inverted,50,20,405,0,B&M,Happy Valley Beijing,status.operating,,
Himalayan Eagle Music Roller Coaster,Steel,Sit Down,,50,1200,0,B&M,Happy Valley Beijing,status.operating,,
Rex's Racer,Steel,Sit Down,,25,82,0,Intamin,Shanghaï Disneyland,status.operating,,
Reise durch das Mittelalter,Steel,Sit Down,50,14,350,0,Abc rides,Ferienzentrum Schloss Dankern,status.operating,,
Slinky Dog Dash,Steel,Sit Down,,,,,Mack,Disney Hollywood Studios,status.operating,,
Typhoon Coaster,Steel,Water Coaster,86,43,525,0,Intamin,The Land of Legends,status.operating,,
Hyper Coaster,Steel,Sit Down,115,61,1273,2,Mack,The Land of Legends,status.operating,,
Unknown,Steel,Sit Down,,,,,Intamin,Dream Island,status.announced,,
Tom and Jerry Swiss Cheese Spin,Steel,Spinning,50,18,460,0,Zamperla,Warner Bros. World Abu Dhabi,status.operating,,
Puss in Boots Giant Journey,Steel,Inverted,,17,427,0,Zamperla,Universal Studios Singapore,status.operating,,
Der Schwur des Kärnan,Steel,Sit Down,127,73,1235,1,Gerstlauer,Hansa Park,status.operating,,
Kleine Zar,Steel,Sit Down,,,,0,SBF,Hansa Park,status.operating,,
Speedy Gonzales Hot Rod Racers,Steel,Sit Down,,4,80,0,Zamperla,Six Flags Magic Mountain,status.operating,,
Coast Rider,Steel,Sit Down,,16,410,0,Mack,Knott's Berry Farm,status.operating,,
Time Traveler,Steel,Spinning,80,30,920,3,Mack,Silver Dollar City,status.operating,,
Joker,Steel,4th Dimension,61,37,310,0,S&S,Six Flags Great America,status.operating,,
Wonder Mountain's Guardian,Steel,Sit Down,,18,305,0,ART Engineering,Canada's Wonderland,status.operating,,
Altin Madeni Coaster,Steel,Sit Down,,,,0,SBF,Wonderland Eurasia,status.operating,,
Misket Coaster,na,Sit Down,,,,,na,Wonderland Eurasia,status.operating,,
Dönen Kizak,na,Sit Down,47,,420,0,Levent Lunapark,Wonderland Eurasia,status.construction,,
Öksökö Öfkesi,na,Sit Down,,46,180,2,Beijing Shibaolai,Wonderland Eurasia,status.construction,,
Uzaya Yolculuk,Steel,Sit Down,,,,0,Beijing Shibaolai,Wonderland Eurasia,status.construction,,
Lightspeed,na,Sit Down,85,33,875,10,Intamin,Wonderland Eurasia,status.operating,,
Köpekbalığı Girdabı,na,Sit Down,,,,,na,Wonderland Eurasia,status.operating,,
Unknown (Air Force),na,Suspended,11,5,100,0,Zamperla,Wonderland Eurasia,status.construction,,
Devin Kileri,na,Sit Down,65,22,535,0,Zierer,Wonderland Eurasia,status.operating,,
Canavar Dalga,Steel,Sit Down,70,6,515,0,Intamin,Wonderland Eurasia,status.construction,,
Ejderha Uçuşu,Steel,Sit Down,40,10,190,0,Zierer,Wonderland Eurasia,status.operating,,
Lav Macerasi,Steel,Sit Down,,,370,1,I.E. Park,Wonderland Eurasia,status.operating,,
Hiz treni,Steel,Spinning,40,14,,0,Fabbri,Wonderland Eurasia,status.construction,,
